SCORE	StdDev	height	second
1.010342	455.700245	86	19
0.957474	431.855191	86	20
0.997498	449.907134	86	21
1.001974	451.926130	86	22
1.059515	477.879335	86	23
0.990938	446.948681	86	24
1.037316	467.866734	86	25
0.978748	441.450459	86	26
1.003496	452.612564	86	27
1.010868	455.937817	86	28
1.006991	454.188982	86	29
0.954512	430.519162	86	30
0.986673	445.024939	86	31
1.002067	451.967963	86	32
0.985694	444.583318	86	33
0.978736	441.445052	86	34
1.019016	459.612729	86	35
0.982672	443.220097	86	36
1.015751	458.140000	86	37
1.033674	466.223803	86	38
0.964409	434.982925	86	39
0.950989	428.930089	86	40
0.970654	437.799641	86	41
0.978620	441.392557	86	42
1.018412	459.340069	86	43
0.996947	449.659011	86	44
1.004514	453.071898	86	45
0.991624	447.258119	86	46
1.016149	458.319609	86	47
0.996911	449.642779	86	48
1.022428	461.151540	86	49
1.008122	454.699257	86	50
1.027909	463.623903	86	51
0.952484	429.604181	86	52
0.978978	441.554252	86	53
1.040507	469.305774	86	54
1.004206	452.932966	86	55
0.993066	447.908136	86	56
0.988688	445.933848	86	57
1.023837	461.787078	86	58
1.005520	453.525665	86	59
0.990830	446.899943	86	60
0.980807	442.378923	86	61
1.014919	457.764653	86	62
1.038868	468.566542	86	63
1.055526	476.080162	86	64
0.983100	443.413108	86	65
0.984460	444.026747	86	66
0.985806	444.633696	86	67
0.993885	448.277907	86	68
1.004071	452.871970	86	69
0.994796	448.688623	86	70
1.003836	452.765794	86	71
0.956751	431.528857	86	72
0.995005	448.782960	86	73
1.011376	456.166802	86	74
0.977055	440.686947	86	75
1.007598	454.462858	86	76
0.987240	445.280542	86	77
1.018523	459.390513	86	78
0.978723	441.439139	86	79
0.985386	444.444152	86	80
0.964237	434.905282	86	81
1.010871	455.938811	86	82
1.017971	459.141528	86	83
0.988093	445.665387	86	84
0.979365	441.728540	86	85
1.051767	479.217004	87	0
0.978100	445.652100	87	1
0.960470	437.619460	87	2
1.037543	472.735997	87	3
0.979619	446.344034	87	4
0.964221	439.328264	87	5
1.007853	459.208645	87	6
1.001193	456.174054	87	7
0.995045	453.372858	87	8
1.021008	465.202292	87	9
1.021709	465.521590	87	10
0.975111	444.290038	87	11
0.983337	448.038167	87	12
0.967263	440.714382	87	13
1.020180	464.825160	87	14
1.029656	469.142697	87	15
1.016877	463.319919	87	16
0.986366	449.418496	87	17
1.036431	472.229539	87	18
1.001308	456.226245	87	19
0.990997	451.528301	87	20
1.021768	465.548509	87	21
1.054499	480.461611	87	22
1.013299	461.689738	87	23
1.004781	457.808770	87	24
1.058386	482.232829	87	25
0.984678	448.649211	87	26
1.020586	465.010113	87	27
1.006625	458.648764	87	28
1.031903	470.166301	87	29
1.013365	461.719798	87	30
0.992651	452.281841	87	31
1.001449	456.290633	87	32
0.979037	446.079159	87	33
1.003709	457.320549	87	34
1.026350	467.636430	87	35
1.017367	463.543452	87	36
0.978732	445.940108	87	37
1.047251	477.159610	87	38
1.030015	469.306244	87	39
1.035672	471.883755	87	40
0.981890	447.379074	87	41
1.020291	464.875450	87	42
0.994117	452.949982	87	43
1.012752	461.440572	87	44
0.970027	441.973991	87	45
0.989931	451.042793	87	46
1.005731	458.241865	87	47
1.038017	472.952173	87	48
0.979822	446.436579	87	49
1.001453	456.292401	87	50
1.029403	469.027367	87	51
0.973953	443.762463	87	52
0.982154	447.499275	87	53
0.973804	443.694725	87	54
1.010190	460.273182	87	55
0.997764	454.611856	87	56
1.001246	456.198246	87	57
1.000282	455.759093	87	58
1.055053	480.714385	87	59
1.018825	464.207898	87	60
1.005982	458.355849	87	61
0.988619	450.444755	87	62
0.960525	437.644277	87	63
0.826155	376.421238	87	64
1.046785	476.947070	87	65
0.971917	442.835112	87	66
0.976602	444.969560	87	67
0.976496	444.921311	87	68
0.969985	441.954592	87	69
1.005695	458.225422	87	70
1.006870	458.760783	87	71
0.994576	453.159029	87	72
0.978318	445.751357	87	73
1.002920	456.960945	87	74
0.983027	447.896885	87	75
0.996413	453.996227	87	76
0.996614	454.087678	87	77
0.984063	448.368995	87	78
1.003002	456.998265	87	79
0.976306	444.834583	87	80
0.994205	452.990093	87	81
0.969814	441.876663	87	82
1.009800	460.095399	87	83
1.018842	464.215591	87	84
0.991914	451.946418	87	85
0.979674	446.369403	87	86
1.060307	485.819437	88	0
0.982003	449.941567	88	1
0.968180	443.608078	88	2
1.052198	482.104256	88	3
0.978670	448.414575	88	4
0.978962	448.548401	88	5
1.026468	470.315077	88	6
1.008072	461.886248	88	7
0.998854	457.662662	88	8
1.022383	468.443350	88	9
1.017724	466.308425	88	10
0.950513	435.513081	88	11
0.988300	452.826884	88	12
0.971634	445.190444	88	13
1.034595	474.038553	88	14
1.012494	463.912046	88	15
0.988488	452.913102	88	16
0.972160	445.431615	88	17
1.019851	467.283329	88	18
1.019134	466.954399	88	19
1.034667	474.071756	88	20
1.048071	480.213214	88	21
1.030249	472.047561	88	22
0.939903	430.652010	88	23
1.006468	461.151200	88	24
1.020391	467.530731	88	25
0.999419	457.921450	88	26
1.002380	459.278148	88	27
1.002785	459.463506	88	28
1.009745	462.652454	88	29
1.004022	460.030572	88	30
0.958323	439.091819	88	31
0.979513	448.800732	88	32
1.006090	460.978016	88	33
0.989866	453.544210	88	34
0.990807	453.975690	88	35
1.016216	465.617720	88	36
0.980094	449.066726	88	37
1.040011	476.520362	88	38
1.048072	480.213730	88	39
0.970175	444.522141	88	40
0.953508	436.885759	88	41
0.994691	455.755241	88	42
0.984113	450.908509	88	43
1.025879	470.044910	88	44
1.010137	462.832178	88	45
1.009312	462.454446	88	46
0.984991	451.310847	88	47
1.023121	468.781212	88	48
1.007005	461.397267	88	49
1.017754	466.322211	88	50
1.002658	459.405376	88	51
1.025600	469.917014	88	52
0.961751	440.662197	88	53
1.028271	471.141258	88	54
1.050449	481.302845	88	55
1.016875	465.919596	88	56
0.996156	456.426518	88	57
1.012906	464.100852	88	58
1.019527	467.134486	88	59
1.027042	470.578130	88	60
0.992430	454.718950	88	61
0.956916	438.447019	88	62
1.013644	464.439350	88	63
1.033430	473.504726	88	64
0.774037	354.654361	88	65
0.979892	448.974198	88	66
0.976723	447.522357	88	67
0.988065	452.718949	88	68
0.988466	452.902843	88	69
0.962523	441.016068	88	70
1.024099	469.229599	88	71
1.054304	483.069172	88	72
0.991200	454.155589	88	73
1.002001	459.104678	88	74
1.027702	470.880136	88	75
0.983461	450.609476	88	76
1.003150	459.630819	88	77
0.987958	452.670245	88	78
0.990881	454.009363	88	79
0.999385	457.905787	88	80
0.987311	452.373766	88	81
1.005341	460.634601	88	82
0.976615	447.472830	88	83
1.012557	463.940882	88	84
1.025098	469.687117	88	85
0.998174	457.351095	88	86
0.984632	451.146355	88	87
1.056657	492.270595	89	0
0.975695	454.552461	89	1
0.965247	449.684885	89	2
1.048676	488.552650	89	3
0.972974	453.284689	89	4
0.989395	460.934641	89	5
1.028664	479.229455	89	6
1.007054	469.161765	89	7
0.992654	462.453159	89	8
1.017241	473.907502	89	9
1.003209	467.370377	89	10
0.929073	432.832182	89	11
0.989413	460.943339	89	12
0.994925	463.511372	89	13
1.025329	477.675553	89	14
1.002347	466.968723	89	15
0.968547	451.222502	89	16
0.977958	455.606578	89	17
1.014148	472.466677	89	18
1.033725	481.586991	89	19
1.023504	476.825365	89	20
0.958675	446.623316	89	21
0.984706	458.750602	89	22
0.924485	430.694851	89	23
1.046755	487.657258	89	24
1.005964	468.653964	89	25
1.026564	478.250968	89	26
0.976452	454.904990	89	27
0.997167	464.555442	89	28
1.012398	471.651377	89	29
1.007383	469.314954	89	30
0.965472	449.789773	89	31
0.996092	464.054950	89	32
0.989072	460.784599	89	33
0.984826	458.806267	89	34
0.981281	457.154922	89	35
1.010025	470.545752	89	36
0.997378	464.653982	89	37
0.983177	458.037921	89	38
1.031719	480.652395	89	39
1.016282	473.460973	89	40
1.042231	485.549671	89	41
0.988411	460.476346	89	42
1.025056	477.548327	89	43
0.994892	463.495696	89	44
1.011911	471.424421	89	45
0.972144	452.898180	89	46
1.007513	469.375557	89	47
1.001644	466.641539	89	48
1.051851	490.031629	89	49
0.990128	461.276405	89	50
1.022874	476.531939	89	51
1.027310	478.598508	89	52
1.008818	469.983551	89	53
0.949646	442.416995	89	54
0.971973	452.818271	89	55
1.028554	479.177877	89	56
1.009844	470.461643	89	57
1.010738	470.878263	89	58
0.997270	464.603505	89	59
1.027559	478.714568	89	60
1.013221	472.034684	89	61
0.996537	464.262258	89	62
0.965999	450.035433	89	63
1.021343	475.818563	89	64
1.095557	510.392995	89	65
0.897433	418.092229	89	66
0.970529	452.145660	89	67
0.988943	460.724203	89	68
1.010322	470.684139	89	69
1.021041	475.677821	89	70
0.979525	456.336621	89	71
1.013442	472.137845	89	72
1.049342	488.862716	89	73
0.981768	457.381580	89	74
1.015033	472.878982	89	75
1.022286	476.257934	89	76
0.969290	451.568331	89	77
1.000937	466.312111	89	78
0.991764	462.038646	89	79
0.995849	463.941742	89	80
0.983897	458.373678	89	81
0.986259	459.473737	89	82
0.997671	464.790418	89	83
0.978052	455.650566	89	84
1.010372	470.707644	89	85
1.020717	475.526873	89	86
0.993095	462.658664	89	87
0.977101	455.207598	89	88
1.054340	499.176645	90	0
0.970507	459.486032	90	1
0.963308	456.077887	90	2
1.040170	492.468172	90	3
0.964801	456.784737	90	4
0.994017	470.617111	90	5
1.026638	486.061470	90	6
1.001080	473.960717	90	7
0.994798	470.986693	90	8
1.009678	478.031809	90	9
0.985426	466.549376	90	10
0.942716	446.328608	90	11
1.008249	477.355220	90	12
1.005430	476.020392	90	13
1.016070	481.057653	90	14
1.001378	474.102026	90	15
0.978607	463.320975	90	16
1.016582	481.300259	90	17
1.019629	482.742924	90	18
1.061196	502.422680	90	19
1.006139	476.356051	90	20
0.940476	445.268017	90	21
0.996948	472.004820	90	22
1.009474	477.935079	90	23
1.052728	498.413404	90	24
0.999013	472.982036	90	25
1.048306	496.320157	90	26
0.975966	462.070508	90	27
1.014507	480.317940	90	28
0.997307	472.174407	90	29
1.030585	487.930007	90	30
1.016054	481.050317	90	31
0.984829	466.266815	90	32
0.990858	469.121059	90	33
0.995508	471.323040	90	34
1.009087	477.751702	90	35
1.005869	476.228048	90	36
1.010601	478.468699	90	37
0.971774	460.085904	90	38
1.031910	488.557189	90	39
1.043349	493.973084	90	40
0.972077	460.229333	90	41
0.935695	443.004402	90	42
0.996738	471.904997	90	43
0.974457	461.356106	90	44
1.016261	481.148218	90	45
1.002211	474.496311	90	46
0.996479	471.782664	90	47
0.968110	458.351117	90	48
1.014536	480.331488	90	49
0.994198	470.702612	90	50
0.981559	464.718848	90	51
0.974093	461.184112	90	52
1.027989	486.700904	90	53
0.958640	453.867736	90	54
0.992189	469.751345	90	55
0.973779	461.035463	90	56
0.995009	471.086582	90	57
0.989467	468.462814	90	58
1.003987	475.336961	90	59
0.999467	473.197308	90	60
1.048028	496.188232	90	61
1.012932	479.572412	90	62
1.008598	477.520414	90	63
0.988508	468.008863	90	64
0.984662	466.187773	90	65
0.989737	468.590462	90	66
1.048615	496.466457	90	67
0.989498	468.477195	90	68
0.990272	468.843696	90	69
1.006221	476.394801	90	70
1.026191	485.849535	90	71
0.999688	473.301607	90	72
1.007358	476.933248	90	73
1.031892	488.548779	90	74
0.980316	464.130262	90	75
1.029402	487.369888	90	76
1.018289	482.108379	90	77
0.960279	454.643521	90	78
1.000992	473.919410	90	79
0.991840	469.586030	90	80
1.013467	479.825730	90	81
0.975843	462.012509	90	82
0.990539	468.970081	90	83
0.993701	470.467435	90	84
0.979399	463.696217	90	85
1.005376	475.994789	90	86
1.015907	480.980840	90	87
0.989795	468.617953	90	88
0.969806	459.154319	90	89
1.057927	506.107562	91	0
0.970885	464.467014	91	1
0.962116	460.271954	91	2
1.033439	494.392385	91	3
0.960711	459.599517	91	4
0.997731	477.309839	91	5
1.031215	493.328537	91	6
1.001692	479.204666	91	7
0.997902	477.391705	91	8
1.005764	481.153052	91	9
1.002567	479.623480	91	10
0.979773	468.718894	91	11
1.025727	490.703010	91	12
1.015477	485.799655	91	13
1.016935	486.496992	91	14
1.013477	484.842529	91	15
0.984314	470.891403	91	16
1.044874	499.862749	91	17
1.001494	479.109944	91	18
1.064542	509.272124	91	19
0.998799	477.820764	91	20
0.985330	471.377162	91	21
1.013945	485.066806	91	22
1.049278	501.969926	91	23
0.985695	471.551889	91	24
0.996591	476.764593	91	25
1.030333	492.906418	91	26
0.988031	472.669625	91	27
0.999558	478.183920	91	28
0.993236	475.159436	91	29
1.001193	478.965956	91	30
0.997396	477.149523	91	31
0.949238	454.111137	91	32
0.981029	469.319814	91	33
1.001250	478.993526	91	34
0.977258	467.515798	91	35
0.975955	466.892310	91	36
1.015481	485.801334	91	37
0.990225	473.719154	91	38
0.995832	476.401523	91	39
1.025469	490.579736	91	40
0.989016	473.140609	91	41
1.030851	493.154260	91	42
0.988735	473.006058	91	43
1.024177	489.961747	91	44
0.990630	473.912640	91	45
1.006257	481.388475	91	46
0.969180	463.651284	91	47
1.015852	485.979106	91	48
1.003077	479.867196	91	49
1.056877	505.605210	91	50
0.995782	476.377259	91	51
1.035597	495.424814	91	52
1.021968	488.904701	91	53
1.024626	490.176163	91	54
0.952215	455.535109	91	55
0.994600	475.811960	91	56
1.057618	505.959655	91	57
1.000725	478.742443	91	58
0.987597	472.461869	91	59
1.006633	481.568780	91	60
1.010785	483.555044	91	61
1.022653	489.232551	91	62
0.992959	475.026881	91	63
0.964742	461.528336	91	64
0.999044	477.937885	91	65
0.966348	462.296468	91	66
0.808304	386.689060	91	67
1.037953	496.552112	91	68
0.977434	467.600050	91	69
0.969914	464.002181	91	70
0.980303	468.972393	91	71
0.981004	469.307930	91	72
1.011318	483.809786	91	73
1.001367	479.049424	91	74
1.011992	484.132519	91	75
0.976247	467.031973	91	76
1.028860	492.201676	91	77
1.022025	488.932038	91	78
0.956280	457.479935	91	79
1.012836	484.535988	91	80
1.001655	479.187316	91	81
1.032135	493.768608	91	82
0.987718	472.519671	91	83
1.004985	480.780351	91	84
0.991671	474.410947	91	85
0.992339	474.730345	91	86
1.007690	482.074388	91	87
1.018924	487.448397	91	88
0.991061	474.119104	91	89
0.967753	462.968323	91	90
1.063486	511.373986	92	0
0.977789	470.166924	92	1
0.966154	464.572226	92	2
1.029410	494.988449	92	3
0.959446	461.346414	92	4
1.006173	483.814994	92	5
1.035756	498.040165	92	6
0.996991	479.400059	92	7
0.992665	477.319688	92	8
1.008172	484.776430	92	9
1.014615	487.874427	92	10
1.014953	488.037125	92	11
1.007260	484.337558	92	12
1.031801	496.138095	92	13
1.020607	490.755845	92	14
1.029245	494.909366	92	15
1.017188	489.111464	92	16
1.035950	498.133453	92	17
0.989388	475.744194	92	18
1.034045	497.217302	92	19
0.995523	478.693975	92	20
1.016498	488.780065	92	21
1.039828	499.998133	92	22
1.025377	493.049485	92	23
0.923779	444.196012	92	24
1.019234	490.095638	92	25
1.016264	488.667211	92	26
1.008655	485.008743	92	27
0.979955	471.208211	92	28
0.993428	477.686918	92	29
1.007512	484.458891	92	30
1.008564	484.964689	92	31
0.982836	472.593647	92	32
1.003477	482.518838	92	33
0.987734	474.948666	92	34
0.982867	472.608580	92	35
0.994362	478.135762	92	36
1.012012	486.622685	92	37
1.025558	493.136279	92	38
0.982161	472.269017	92	39
1.045431	502.692166	92	40
1.058855	509.147068	92	41
0.999660	480.683545	92	42
0.933089	448.672732	92	43
1.008089	484.736431	92	44
0.980836	471.631731	92	45
1.024302	492.532558	92	46
1.016097	488.587068	92	47
1.006456	483.951166	92	48
0.969421	466.143029	92	49
1.015816	488.451867	92	50
1.006007	483.735421	92	51
0.972295	467.525213	92	52
0.980849	471.638060	92	53
1.032927	496.679725	92	54
0.974252	468.465780	92	55
0.970165	466.500535	92	56
0.970939	466.873143	92	57
1.015189	488.150533	92	58
1.005303	483.396749	92	59
1.016114	488.595230	92	60
1.000880	481.270041	92	61
1.031116	495.808943	92	62
1.006206	483.831192	92	63
0.990223	476.145685	92	64
0.945613	454.695004	92	65
1.007913	484.651649	92	66
1.057745	508.613428	92	67
0.781734	375.894478	92	68
0.974927	468.790505	92	69
0.970847	466.828594	92	70
0.973864	468.279650	92	71
0.981931	472.158411	92	72
0.973526	468.116952	92	73
1.012137	486.682952	92	74
1.000240	480.962310	92	75
1.003090	482.332882	92	76
0.956709	460.030335	92	77
1.015643	488.368905	92	78
1.027574	494.105686	92	79
0.953018	458.255625	92	80
1.013720	487.443984	92	81
1.008267	484.822047	92	82
1.037296	498.780440	92	83
0.998627	480.186828	92	84
1.022132	491.488712	92	85
0.997798	479.788139	92	86
1.009071	485.208405	92	87
1.018442	489.714788	92	88
1.027075	493.865590	92	89
0.992975	477.468925	92	90
0.970847	466.828711	92	91
1.059703	517.119409	93	0
0.974785	475.680730	93	1
0.961959	469.421538	93	2
1.015421	495.510326	93	3
0.944009	460.662415	93	4
1.011060	493.382333	93	5
1.027545	501.426828	93	6
0.990306	483.254426	93	7
0.983685	480.023942	93	8
1.010065	492.896985	93	9
1.012733	494.198952	93	10
1.019598	497.548716	93	11
0.992795	484.469324	93	12
1.014573	495.096725	93	13
0.991240	483.710395	93	14
1.018941	497.228324	93	15
1.023375	499.392035	93	16
0.993407	484.767786	93	17
0.964345	470.585995	93	18
1.015845	495.717454	93	19
1.018392	496.960040	93	20
1.031611	503.410879	93	21
0.965316	471.059884	93	22
0.984933	480.632834	93	23
0.932872	455.227787	93	24
1.040624	507.809204	93	25
1.005743	490.787671	93	26
1.036031	505.567791	93	27
0.973670	475.136476	93	28
1.018584	497.054065	93	29
0.997496	486.763235	93	30
1.038940	506.987185	93	31
1.018292	496.911616	93	32
0.976129	476.336593	93	33
0.966567	471.670279	93	34
1.001077	488.510839	93	35
0.976374	476.456241	93	36
0.981625	479.018344	93	37
1.013787	494.713155	93	38
0.976658	476.594801	93	39
1.010134	492.930236	93	40
1.023601	499.502357	93	41
0.960535	468.726919	93	42
1.015583	495.589399	93	43
1.000443	488.201459	93	44
1.028035	501.665637	93	45
0.992786	484.464859	93	46
1.007737	491.760516	93	47
0.969387	473.046640	93	48
1.028547	501.915732	93	49
1.004668	490.262905	93	50
1.040003	507.506135	93	51
0.991886	484.025823	93	52
1.032192	503.694448	93	53
1.007502	491.645962	93	54
1.010028	492.878640	93	55
0.948931	463.064161	93	56
1.012363	494.018047	93	57
0.991296	483.737726	93	58
1.000556	488.256520	93	59
0.993288	484.709924	93	60
1.017319	496.436662	93	61
1.007731	491.757843	93	62
1.043369	509.148486	93	63
1.011798	493.742560	93	64
0.989489	482.855855	93	65
0.977777	477.140868	93	66
0.991610	483.891170	93	67
1.103055	538.274669	93	68
0.899639	439.010718	93	69
0.960920	468.914624	93	70
0.986003	481.155087	93	71
0.982421	479.407117	93	72
0.987953	482.106550	93	73
0.955270	466.157443	93	74
1.014374	494.999484	93	75
1.025219	500.291776	93	76
0.986414	481.355224	93	77
0.965466	471.133197	93	78
0.999072	487.532470	93	79
1.017466	496.508340	93	80
0.954967	466.009893	93	81
1.016882	496.223192	93	82
1.006954	491.378817	93	83
1.030190	502.717515	93	84
0.987519	481.894838	93	85
1.015091	495.349515	93	86
1.007488	491.639455	93	87
1.013150	494.401985	93	88
1.018920	497.218055	93	89
1.022551	498.989977	93	90
0.987687	481.976852	93	91
0.966618	471.695419	93	92
1.057044	521.902371	94	0
0.973354	480.581653	94	1
0.962109	475.029330	94	2
1.006048	496.723774	94	3
0.933166	460.739108	94	4
1.021295	504.251682	94	5
1.020203	503.712819	94	6
0.992415	489.992509	94	7
0.979566	483.648789	94	8
1.018765	503.002628	94	9
1.017951	502.600542	94	10
1.023415	505.298673	94	11
0.981439	484.573373	94	12
1.003753	495.590642	94	13
0.966806	477.348613	94	14
1.025110	506.135581	94	15
0.996814	492.164742	94	16
0.972869	480.342206	94	17
0.973055	480.433786	94	18
1.012535	499.926599	94	19
1.053368	520.087577	94	20
1.004567	495.992697	94	21
0.940091	464.158108	94	22
1.001112	494.286663	94	23
1.021485	504.345653	94	24
1.033307	510.182498	94	25
1.014806	501.047935	94	26
1.048135	517.503938	94	27
0.981668	484.686282	94	28
1.004142	495.782740	94	29
0.986360	487.002987	94	30
1.003845	495.636141	94	31
0.995563	491.547031	94	32
0.956686	472.352082	94	33
0.981522	484.614457	94	34
0.997783	492.643287	94	35
0.971141	479.488858	94	36
0.986007	486.829021	94	37
1.004717	496.066650	94	38
0.994532	491.038144	94	39
0.977299	482.529094	94	40
1.031262	509.172701	94	41
1.051610	519.219685	94	42
1.013274	500.291558	94	43
0.926987	457.688353	94	44
1.005276	496.342727	94	45
0.976040	481.907608	94	46
1.020196	503.709185	94	47
1.018140	502.694149	94	48
1.002349	494.897682	94	49
0.953603	470.829614	94	50
0.999110	493.298210	94	51
1.021670	504.436936	94	52
0.975288	481.536231	94	53
0.994888	491.213892	94	54
1.038096	512.547143	94	55
1.003565	495.498071	94	56
0.946169	467.159450	94	57
0.982986	485.337102	94	58
1.041678	514.315531	94	59
1.009081	498.221314	94	60
0.993313	490.436091	94	61
1.017380	502.318678	94	62
1.005484	496.445486	94	63
1.028537	507.827402	94	64
1.001564	494.509913	94	65
0.989859	488.730899	94	66
0.994237	490.892134	94	67
0.959938	473.957619	94	68
0.955399	471.716356	94	69
1.049511	518.183307	94	70
1.000479	493.974026	94	71
0.992089	489.831644	94	72
1.012319	499.819901	94	73
1.024752	505.958652	94	74
0.988924	488.268839	94	75
1.017268	502.263511	94	76
1.042446	514.694777	94	77
0.985894	486.773166	94	78
0.973673	480.738801	94	79
1.011879	499.602749	94	80
1.015645	501.462327	94	81
0.969616	478.735943	94	82
1.013497	500.401404	94	83
1.010023	498.686304	94	84
1.032454	509.761386	94	85
0.987534	487.582538	94	86
1.009279	498.319066	94	87
1.005163	496.286957	94	88
1.015420	501.351256	94	89
1.020292	503.756385	94	90
1.020619	503.918177	94	91
0.983773	485.726024	94	92
0.964621	476.269802	94	93
1.056021	525.675695	95	0
0.976029	485.856624	95	1
0.967004	481.363999	95	2
1.002686	499.126161	95	3
0.931039	463.461428	95	4
1.035518	515.469557	95	5
1.013653	504.585541	95	6
0.988472	492.050767	95	7
0.980960	488.311358	95	8
1.023593	509.533434	95	9
1.020439	507.963602	95	10
1.021522	508.502493	95	11
0.971150	483.428060	95	12
1.011467	503.497592	95	13
0.979366	487.518037	95	14
1.032572	514.003109	95	15
0.994003	494.804194	95	16
0.983161	489.406910	95	17
1.019825	507.657859	95	18
1.016124	505.815784	95	19
1.078964	537.096406	95	20
1.000535	498.055324	95	21
0.975885	485.785128	95	22
1.010597	503.064242	95	23
1.047900	521.633357	95	24
0.966823	481.273939	95	25
1.000419	497.997998	95	26
1.008416	501.978382	95	27
0.990207	492.914270	95	28
0.992090	493.851960	95	29
0.988695	492.161869	95	30
1.001954	498.762014	95	31
1.007309	501.427660	95	32
0.996954	496.272973	95	33
1.006073	500.812090	95	34
1.005818	500.685132	95	35
1.006053	500.802299	95	36
1.009468	502.502288	95	37
1.004284	499.921601	95	38
1.016964	506.233798	95	39
0.972563	484.131308	95	40
1.019267	507.380108	95	41
1.026606	511.033607	95	42
0.943641	469.734263	95	43
1.003063	499.313880	95	44
1.007232	501.389080	95	45
1.022029	508.755172	95	46
0.994720	495.160903	95	47
1.008516	502.028550	95	48
0.972206	483.953913	95	49
1.034369	514.897679	95	50
0.999040	497.311120	95	51
1.026344	510.903146	95	52
0.994767	495.184155	95	53
1.024144	509.807795	95	54
0.983215	489.433651	95	55
1.012329	503.926228	95	56
0.957518	476.642145	95	57
0.987771	491.701688	95	58
0.961767	478.757329	95	59
1.002519	499.043236	95	60
0.991616	493.615994	95	61
1.010511	503.021625	95	62
1.000513	498.044702	95	63
1.028491	511.971723	95	64
1.001013	498.293384	95	65
0.974044	484.868481	95	66
0.956094	475.933302	95	67
1.003986	499.773429	95	68
0.992372	493.992031	95	69
0.799895	398.178913	95	70
1.034077	514.752262	95	71
0.997123	496.357153	95	72
0.974847	485.268114	95	73
1.001313	498.442680	95	74
1.018015	506.756894	95	75
1.010155	502.844339	95	76
1.020261	507.874726	95	77
1.029401	512.424637	95	78
0.988377	492.003242	95	79
0.997667	496.627977	95	80
1.020947	508.216430	95	81
0.996929	496.260366	95	82
0.989892	492.757676	95	83
0.998328	496.956690	95	84
1.011266	503.397082	95	85
1.033202	514.317058	95	86
0.990202	492.912057	95	87
1.015967	505.737211	95	88
0.999892	497.735355	95	89
1.020200	507.844488	95	90
1.026455	510.958178	95	91
1.021453	508.468407	95	92
0.984840	490.242933	95	93
0.967022	481.372942	95	94
1.049444	528.219337	96	0
0.975387	490.943816	96	1
0.969140	487.799343	96	2
0.995865	501.251178	96	3
0.928784	467.487008	96	4
1.042576	524.762268	96	5
1.005196	505.947509	96	6
0.983742	495.149482	96	7
0.984664	495.613416	96	8
1.017687	512.234882	96	9
1.023929	515.376629	96	10
1.018910	512.850414	96	11
0.945481	475.891182	96	12
1.010229	508.480938	96	13
1.000351	503.508842	96	14
1.029572	518.216772	96	15
1.006720	506.714916	96	16
0.982505	494.526799	96	17
1.050986	528.995463	96	18
1.003269	504.977574	96	19
1.070508	538.821322	96	20
0.981731	494.136807	96	21
1.007162	506.937199	96	22
1.025641	516.238247	96	23
1.021279	514.042735	96	24
0.911674	458.874855	96	25
1.016563	511.668906	96	26
1.014592	510.677111	96	27
1.017963	512.373642	96	28
0.972135	489.307069	96	29
1.015976	511.373525	96	30
0.995808	501.222560	96	31
1.039970	523.450722	96	32
1.021705	514.257198	96	33
0.972813	489.648120	96	34
0.966414	486.427416	96	35
1.006490	506.599116	96	36
0.977295	491.904413	96	37
0.976664	491.586537	96	38
1.010196	508.464408	96	39
0.992076	499.344229	96	40
0.975549	491.025285	96	41
1.018071	512.427992	96	42
1.038730	522.826717	96	43
1.034792	520.844312	96	44
0.936882	471.563133	96	45
1.003549	505.118735	96	46
0.980648	493.591836	96	47
1.021879	514.344642	96	48
1.023356	515.088489	96	49
1.008826	507.774833	96	50
0.956735	481.555643	96	51
0.995036	500.833921	96	52
1.039115	523.020342	96	53
0.990075	498.336950	96	54
1.030630	518.749257	96	55
1.047388	527.184192	96	56
1.022211	514.511912	96	57
0.954242	480.301032	96	58
1.010401	508.567617	96	59
1.015094	510.929495	96	60
0.999496	503.078925	96	61
0.993032	499.825269	96	62
1.026798	516.820473	96	63
1.008067	507.393011	96	64
1.035410	521.155392	96	65
1.007766	507.241167	96	66
0.989405	497.999630	96	67
0.961933	484.171956	96	68
1.005942	506.323201	96	69
1.077485	542.333054	96	70
0.794452	399.873371	96	71
0.973461	489.974394	96	72
0.974015	490.253470	96	73
0.964274	485.350560	96	74
0.984041	495.299677	96	75
0.980523	493.528788	96	76
1.022711	514.763519	96	77
1.008297	507.508761	96	78
1.022526	514.670698	96	79
0.987370	496.975487	96	80
1.026472	516.656688	96	81
1.016598	511.686808	96	82
0.971669	489.072623	96	83
0.998772	502.714378	96	84
0.983997	495.277486	96	85
1.001915	504.296075	96	86
1.019345	513.069249	96	87
0.995577	501.105949	96	88
1.020188	513.493614	96	89
0.993067	499.842845	96	90
1.021162	513.984077	96	91
1.025020	515.925573	96	92
1.020327	513.563812	96	93
0.981373	493.957048	96	94
0.965217	485.824760	96	95
1.043409	530.455963	97	0
0.975774	496.071114	97	1
0.973916	495.126466	97	2
0.989930	503.267661	97	3
0.932547	474.094965	97	4
1.043685	530.595943	97	5
1.000065	508.420283	97	6
0.988625	502.604407	97	7
0.991783	504.210100	97	8
1.019711	518.407864	97	9
1.025478	521.339965	97	10
1.010285	513.616218	97	11
0.940576	478.176686	97	12
1.009500	513.216844	97	13
1.012269	514.624798	97	14
1.020917	519.021366	97	15
1.015972	516.507444	97	16
