SCORE	StdDev	width	second
1.013251	455.265063	86	57
1.015336	456.201736	86	58
1.014772	455.948445	86	59
0.977415	439.163528	86	60
1.044747	469.416640	86	61
1.049660	471.624114	86	62
0.999741	449.194640	86	63
1.006005	452.009317	86	64
0.989715	444.690170	86	65
0.994704	446.931803	86	66
0.996587	447.777857	86	67
1.004548	451.354765	86	68
0.963465	432.895562	86	69
1.001805	450.122105	86	70
1.013392	455.328181	86	71
1.038598	466.653808	86	72
1.005896	451.960530	86	73
0.958730	430.768147	86	74
0.995411	447.249486	86	75
1.024244	460.204434	86	76
0.994158	446.686458	86	77
1.001099	449.805087	86	78
1.012809	455.066377	86	79
1.029683	462.648294	86	80
1.023761	459.987462	86	81
1.020618	458.574897	86	82
0.996237	447.620382	86	83
0.973457	437.384965	86	84
1.026098	461.037180	86	85
1.084265	494.011240	87	0
0.983130	447.932248	87	1
1.041190	474.385231	87	2
0.971741	442.743268	87	3
0.939686	428.138223	87	4
1.008386	459.439091	87	5
0.979451	446.256074	87	6
1.017930	463.787709	87	7
1.034288	471.240736	87	8
1.006976	458.796824	87	9
0.957706	436.348665	87	10
0.961230	437.953956	87	11
0.717113	326.730032	87	12
0.972436	443.059693	87	13
0.958655	436.780905	87	14
1.009840	460.101670	87	15
1.020048	464.752736	87	16
1.021015	465.193226	87	17
1.001017	456.081670	87	18
1.003016	456.992480	87	19
0.991969	451.959460	87	20
1.007844	459.192441	87	21
1.032003	470.199456	87	22
0.984661	448.629757	87	23
1.039394	473.566847	87	24
1.065191	485.320849	87	25
1.000837	455.999901	87	26
0.998134	454.768279	87	27
1.012830	461.464142	87	28
0.969542	441.741336	87	29
1.013933	461.966380	87	30
0.996605	454.071590	87	31
0.992760	452.319561	87	32
1.028012	468.381407	87	33
1.039021	473.397127	87	34
1.019506	464.505760	87	35
0.986427	449.434132	87	36
1.006029	458.365169	87	37
1.011707	460.952318	87	38
1.023567	466.355802	87	39
1.011008	460.634070	87	40
1.016963	463.347077	87	41
1.042702	475.074337	87	42
1.038484	473.152518	87	43
0.986039	449.257716	87	44
1.009503	459.948270	87	45
0.991935	451.943718	87	46
1.026805	467.831114	87	47
1.014664	462.299454	87	48
1.008216	459.361951	87	49
0.961337	438.003042	87	50
1.003089	457.025884	87	51
1.019379	464.447747	87	52
0.978265	445.715718	87	53
0.987360	449.859582	87	54
0.969773	441.846271	87	55
1.031136	469.804735	87	56
0.983862	448.265465	87	57
0.986807	449.607523	87	58
1.014873	462.394797	87	59
1.027685	468.232151	87	60
0.954100	434.705338	87	61
0.950826	433.214054	87	62
0.977174	445.218674	87	63
0.958401	436.665185	87	64
1.018772	464.171223	87	65
1.015064	462.482060	87	66
0.997703	454.571981	87	67
0.991163	451.592028	87	68
1.025368	467.176755	87	69
0.977556	445.392485	87	70
0.980778	446.860286	87	71
0.998249	454.820412	87	72
1.009228	459.822999	87	73
1.020718	465.058032	87	74
0.982292	447.550460	87	75
1.007832	459.186770	87	76
1.020651	465.027453	87	77
1.022570	465.901627	87	78
1.009452	459.924715	87	79
1.004883	457.843150	87	80
1.022226	465.745097	87	81
1.011646	460.924731	87	82
1.019148	464.342670	87	83
1.001235	456.181239	87	84
0.979778	446.404711	87	85
1.024205	466.646680	87	86
1.080905	497.915643	88	0
0.985996	454.196099	88	1
1.039603	478.890119	88	2
0.973519	448.448584	88	3
0.947569	436.494675	88	4
1.001922	461.532355	88	5
0.981310	452.037335	88	6
1.009041	464.811985	88	7
1.026976	473.073629	88	8
1.034607	476.588436	88	9
0.965042	444.543977	88	10
0.972374	447.921288	88	11
0.816102	375.935056	88	12
0.997457	459.475446	88	13
0.977425	450.248042	88	14
1.004682	462.803600	88	15
0.995835	458.728243	88	16
0.990723	456.373840	88	17
1.018531	469.183272	88	18
1.035954	477.209265	88	19
0.978455	450.722187	88	20
1.006180	463.494053	88	21
1.027095	473.128164	88	22
0.988493	455.346600	88	23
1.058134	487.426524	88	24
1.007503	464.103339	88	25
0.955915	440.339624	88	26
0.985839	454.123777	88	27
1.027522	473.325179	88	28
0.984051	453.300278	88	29
1.013120	466.690514	88	30
0.974939	449.102556	88	31
1.016041	468.036446	88	32
0.975408	449.318685	88	33
1.015485	467.780373	88	34
0.980075	451.468775	88	35
1.004007	462.493060	88	36
1.026516	472.861630	88	37
0.997284	459.395702	88	38
0.979429	451.171131	88	39
1.004253	462.606291	88	40
1.013822	467.014332	88	41
0.995660	458.647704	88	42
0.971529	447.531754	88	43
0.948219	436.794130	88	44
0.996800	459.172940	88	45
0.977448	450.258402	88	46
0.996101	458.850956	88	47
0.997275	459.391888	88	48
1.003795	462.395033	88	49
1.030279	474.594857	88	50
1.001577	461.373707	88	51
0.978280	450.641744	88	52
0.998714	460.054489	88	53
1.004047	462.511220	88	54
0.997921	459.689222	88	55
1.010427	465.450320	88	56
0.998741	460.066992	88	57
1.011953	466.153262	88	58
0.961641	442.977191	88	59
1.003382	462.205183	88	60
1.028005	473.547625	88	61
1.033552	476.102568	88	62
1.006939	463.843505	88	63
0.982149	452.424245	88	64
0.950593	437.887824	88	65
1.008196	464.422573	88	66
1.047078	482.333609	88	67
1.037852	478.083624	88	68
0.997757	459.613978	88	69
1.003181	462.112227	88	70
0.998828	460.107337	88	71
0.992179	457.044373	88	72
0.986983	454.650737	88	73
1.001056	461.133308	88	74
1.020101	469.906624	88	75
1.003642	462.324653	88	76
1.028770	473.899966	88	77
1.014493	467.323200	88	78
1.035716	477.099501	88	79
1.024015	471.709663	88	80
0.983789	453.179603	88	81
1.020365	470.028154	88	82
0.996702	459.127986	88	83
1.018594	469.212453	88	84
1.009196	464.883216	88	85
0.989106	455.628738	88	86
1.022231	470.887887	88	87
1.071398	501.589883	89	0
0.982298	459.876202	89	1
1.033298	483.752783	89	2
0.973185	455.609992	89	3
0.954827	447.015244	89	4
0.996642	466.591717	89	5
0.980560	459.062508	89	6
0.995760	466.178615	89	7
1.010938	473.284608	89	8
1.031549	482.933784	89	9
0.971880	454.999041	89	10
1.018245	476.705525	89	11
0.934655	437.571884	89	12
1.023660	479.240808	89	13
1.004693	470.360683	89	14
1.008401	472.096852	89	15
0.983381	460.383578	89	16
0.956668	447.877505	89	17
1.006321	471.123245	89	18
0.992328	464.571895	89	19
0.954596	446.907190	89	20
0.995626	466.115956	89	21
1.021222	478.099226	89	22
0.977461	457.611862	89	23
0.988350	462.709765	89	24
0.937739	439.015274	89	25
0.988485	462.772826	89	26
0.945158	442.488664	89	27
1.008658	472.217242	89	28
0.977050	457.419539	89	29
1.021520	478.238870	89	30
1.002143	469.167302	89	31
1.030477	482.432106	89	32
0.965505	452.014738	89	33
1.038143	486.020880	89	34
1.014879	475.129799	89	35
1.041371	487.532222	89	36
0.995659	466.131544	89	37
1.005873	470.913152	89	38
1.019111	477.111120	89	39
1.039504	486.658121	89	40
1.015046	475.207762	89	41
1.012148	473.851239	89	42
1.035887	484.965019	89	43
1.035007	484.552916	89	44
0.981763	459.625974	89	45
1.015215	475.287065	89	46
0.982170	459.816475	89	47
1.017889	476.538932	89	48
1.018033	476.606452	89	49
0.983862	460.608739	89	50
0.981109	459.319601	89	51
1.022923	478.895500	89	52
1.026476	480.558914	89	53
0.991142	464.016981	89	54
0.988096	462.590950	89	55
0.960333	449.593102	89	56
1.010394	473.030028	89	57
0.948216	443.920225	89	58
1.002681	469.418899	89	59
1.000452	468.375524	89	60
1.005631	470.799885	89	61
0.987460	462.293070	89	62
1.050873	491.980571	89	63
1.052770	492.868753	89	64
1.001092	468.675288	89	65
0.970950	454.563441	89	66
0.979882	458.745268	89	67
1.005604	470.787243	89	68
1.005662	470.814792	89	69
0.998579	467.498595	89	70
1.005355	470.670885	89	71
0.990112	463.534594	89	72
0.977178	457.479348	89	73
0.972212	455.154706	89	74
0.986366	461.780993	89	75
0.998378	467.404649	89	76
1.008406	472.099099	89	77
1.019867	477.465046	89	78
1.006921	471.404029	89	79
1.042637	488.124965	89	80
1.022701	478.791738	89	81
0.965298	451.917720	89	82
1.006818	471.355742	89	83
0.980434	459.003590	89	84
1.010570	473.112200	89	85
1.012067	473.813117	89	86
0.991624	464.242709	89	87
1.016490	475.883894	89	88
1.072109	505.014648	90	0
0.988146	465.463788	90	1
1.036818	488.390896	90	2
0.985110	464.034058	90	3
0.968323	456.126473	90	4
1.000950	471.495410	90	5
0.992289	467.415417	90	6
0.989104	465.915160	90	7
1.009692	475.613034	90	8
1.028528	484.485805	90	9
0.972453	458.071658	90	10
1.045610	492.532190	90	11
1.078599	508.071515	90	12
0.997353	469.800877	90	13
1.037671	488.792396	90	14
1.010127	475.817890	90	15
0.995753	469.047321	90	16
0.980004	461.628622	90	17
1.023735	482.227861	90	18
0.978373	460.860190	90	19
0.953016	448.916157	90	20
0.986594	464.732695	90	21
1.003037	472.478187	90	22
1.010020	475.767842	90	23
0.973616	458.619826	90	24
0.997456	469.849568	90	25
1.035212	487.634230	90	26
0.993480	467.976379	90	27
1.012760	477.058168	90	28
1.011207	476.326864	90	29
0.967752	455.857255	90	30
0.996436	469.369037	90	31
0.977817	460.598376	90	32
0.994905	468.647788	90	33
1.019157	480.071747	90	34
1.047489	493.417401	90	35
1.006482	474.100975	90	36
0.993746	468.101604	90	37
1.002740	472.338363	90	38
1.003139	472.526187	90	39
0.961582	452.950889	90	40
0.983352	463.205611	90	41
1.020277	480.599311	90	42
1.004185	473.018966	90	43
0.975026	459.283890	90	44
0.947127	446.141978	90	45
0.988298	465.535341	90	46
0.984542	463.766291	90	47
0.990616	466.627574	90	48
1.002834	472.382820	90	49
1.007676	474.663729	90	50
1.030479	485.404662	90	51
0.970884	457.332922	90	52
0.954975	449.838904	90	53
0.997094	469.678749	90	54
0.967205	455.599542	90	55
1.004454	473.146005	90	56
0.988499	465.630152	90	57
1.044854	492.176337	90	58
0.992683	467.600903	90	59
0.992471	467.501271	90	60
1.009086	475.327694	90	61
1.018764	479.886429	90	62
0.951213	448.066872	90	63
0.988487	465.624812	90	64
1.024872	482.763702	90	65
0.992994	467.747459	90	66
1.005869	473.812288	90	67
0.976093	459.786198	90	68
1.008306	474.960294	90	69
0.997644	469.937812	90	70
0.993495	467.983635	90	71
0.978273	460.813074	90	72
1.006093	473.917906	90	73
1.009050	475.310552	90	74
0.971589	457.664840	90	75
0.990739	466.685310	90	76
0.986741	464.802092	90	77
1.015642	478.415840	90	78
1.012866	477.108075	90	79
1.002135	472.053405	90	80
1.034780	487.431005	90	81
1.023241	481.995587	90	82
0.964698	454.418848	90	83
1.005739	473.751117	90	84
0.981190	462.187371	90	85
1.014062	477.671543	90	86
1.027203	483.861438	90	87
1.001913	471.948868	90	88
1.021307	481.084594	90	89
1.059027	508.073305	91	0
0.979461	469.901423	91	1
1.022269	490.438770	91	2
0.986008	473.042176	91	3
0.978235	469.312874	91	4
0.991730	475.787349	91	5
0.989797	474.859928	91	6
0.971865	466.257155	91	7
1.004482	481.905194	91	8
1.003368	481.370664	91	9
0.968863	464.816606	91	10
1.019219	488.975209	91	11
1.087580	521.771796	91	12
0.893041	428.440811	91	13
1.006558	482.901027	91	14
1.000994	480.231836	91	15
1.031175	494.711225	91	16
1.015834	487.351198	91	17
1.014614	486.766171	91	18
0.987276	473.650266	91	19
0.980820	470.553117	91	20
0.987387	473.703733	91	21
1.003631	481.497030	91	22
1.030764	494.513860	91	23
0.970420	465.563531	91	24
1.043791	500.763882	91	25
1.035700	496.881915	91	26
0.983711	471.940393	91	27
0.990464	475.180176	91	28
1.018786	488.767746	91	29
0.979097	469.726603	91	30
1.004249	481.793302	91	31
0.975543	468.021567	91	32
1.026249	492.347923	91	33
0.955103	458.215341	91	34
1.017604	488.200636	91	35
0.993192	476.488534	91	36
1.034488	496.300702	91	37
1.001408	480.430384	91	38
0.995920	477.797452	91	39
1.034421	496.268395	91	40
1.038605	498.275607	91	41
1.020388	489.536219	91	42
1.012491	485.747345	91	43
1.027934	493.156465	91	44
1.034206	496.165234	91	45
0.977484	468.952783	91	46
1.014702	486.808107	91	47
0.978069	469.233585	91	48
1.019951	489.326654	91	49
1.006044	482.654549	91	50
0.966075	463.479133	91	51
1.005600	482.441537	91	52
1.050500	503.982646	91	53
1.029285	493.804724	91	54
0.997735	478.668369	91	55
1.007915	483.552195	91	56
0.991605	475.727333	91	57
1.007400	483.304880	91	58
0.993341	476.560011	91	59
1.003369	481.370996	91	60
0.957879	459.547262	91	61
0.993118	476.453090	91	62
1.019423	489.073111	91	63
1.003747	481.552719	91	64
0.960736	460.917750	91	65
0.972428	466.527171	91	66
0.952901	457.159039	91	67
1.008785	483.969744	91	68
0.992082	475.955969	91	69
0.976633	468.544252	91	70
0.974973	467.748254	91	71
1.010732	484.903441	91	72
0.963024	462.015432	91	73
0.999662	479.592557	91	74
1.022375	490.489169	91	75
1.007448	483.328252	91	76
0.987028	473.531554	91	77
0.973459	467.021759	91	78
0.999881	479.697910	91	79
0.992477	476.145488	91	80
0.966961	463.904134	91	81
1.010131	484.615112	91	82
1.019626	489.170467	91	83
0.960926	461.008791	91	84
0.997971	478.781396	91	85
0.974740	467.636217	91	86
1.004254	481.795804	91	87
1.025852	492.157375	91	88
1.002600	481.002051	91	89
1.011307	485.179526	91	90
1.063266	511.056190	92	0
0.988791	475.259884	92	1
1.027119	493.682004	92	2
1.003309	482.237641	92	3
0.996756	479.087968	92	4
0.998958	480.146711	92	5
1.003228	482.198928	92	6
0.971520	466.958410	92	7
1.004395	482.759978	92	8
0.991135	476.386556	92	9
0.974657	468.466354	92	10
1.010889	485.881297	92	11
1.070674	514.616884	92	12
0.775375	372.682065	92	13
0.971637	467.014598	92	14
0.963868	463.280546	92	15
1.036325	498.107051	92	16
1.025408	492.859619	92	17
1.021868	491.158308	92	18
1.009378	485.154904	92	19
1.028203	494.203146	92	20
0.989259	475.484685	92	21
1.015220	487.962841	92	22
1.037903	498.865402	92	23
0.990494	476.078378	92	24
1.022969	491.687328	92	25
0.965177	463.910047	92	26
0.968004	465.268483	92	27
0.948030	455.668255	92	28
1.013806	487.283319	92	29
0.981125	471.575222	92	30
1.023925	492.146743	92	31
1.003953	482.547432	92	32
1.029775	494.958639	92	33
0.994312	477.913605	92	34
1.030499	495.306875	92	35
1.026724	493.492064	92	36
1.035407	497.665735	92	37
0.989662	475.678672	92	38
0.994408	477.959794	92	39
1.006541	483.791284	92	40
0.976781	469.487482	92	41
0.976223	469.219046	92	42
1.024068	492.215664	92	43
1.017256	488.941653	92	44
0.978418	470.274003	92	45
0.948589	455.936909	92	46
0.985470	473.663545	92	47
0.979791	470.933828	92	48
0.990867	476.257648	92	49
1.018852	489.708354	92	50
1.010000	485.454040	92	51
1.020959	490.721388	92	52
0.972184	467.277937	92	53
0.990637	476.147188	92	54
1.025491	492.899511	92	55
0.992982	477.274298	92	56
0.977498	469.831808	92	57
0.953608	458.349370	92	58
1.010427	485.659268	92	59
0.957157	460.054785	92	60
1.008649	484.804735	92	61
0.997230	479.316167	92	62
1.004957	483.030170	92	63
1.006821	483.926076	92	64
1.054572	506.877110	92	65
1.031849	495.955326	92	66
0.995374	478.424081	92	67
0.964241	463.460164	92	68
1.013802	487.281360	92	69
1.043636	501.620853	92	70
1.019629	490.082113	92	71
0.984340	473.120221	92	72
1.021259	490.865547	92	73
0.980062	471.064347	92	74
1.000727	480.996907	92	75
1.016304	488.483701	92	76
1.041953	500.811842	92	77
1.003387	482.275485	92	78
0.964649	463.656171	92	79
0.995354	478.414085	92	80
0.986606	474.209745	92	81
0.959868	461.358260	92	82
0.992202	476.899205	92	83
1.032831	496.427394	92	84
0.985739	473.793032	92	85
1.009976	485.442496	92	86
0.991377	476.502597	92	87
1.010453	485.671815	92	88
1.037618	498.728540	92	89
1.014650	487.688859	92	90
1.018669	489.620563	92	91
1.057382	514.092807	93	0
0.988351	480.530032	93	1
1.017659	494.779416	93	2
1.020860	496.336032	93	3
1.011513	491.791275	93	4
0.996958	484.715003	93	5
1.010437	491.268289	93	6
0.961615	467.531313	93	7
0.987785	480.255087	93	8
0.977169	475.093300	93	9
0.974912	473.996310	93	10
0.978879	475.924808	93	11
1.029991	500.775332	93	12
0.706215	343.357247	93	13
0.963273	468.337240	93	14
0.958079	465.812132	93	15
1.007224	489.705837	93	16
0.992612	482.601786	93	17
0.988869	480.781771	93	18
1.019598	495.722050	93	19
1.021114	496.459106	93	20
0.979827	476.385814	93	21
0.999653	486.025120	93	22
1.028702	500.148389	93	23
0.991920	482.265412	93	24
0.952053	462.882314	93	25
0.963700	468.545097	93	26
1.013620	492.815556	93	27
0.981990	477.437609	93	28
1.029604	500.587045	93	29
1.011164	491.621535	93	30
0.967191	470.242478	93	31
0.999373	485.888764	93	32
0.966336	469.826561	93	33
1.015547	493.752883	93	34
1.002544	487.430534	93	35
1.021705	496.746709	93	36
0.995261	483.889809	93	37
1.012908	492.469436	93	38
1.036188	503.788067	93	39
1.005895	489.059947	93	40
1.035185	503.300550	93	41
1.038564	504.943232	93	42
1.029598	500.584347	93	43
1.019306	495.580242	93	44
1.030541	501.042599	93	45
1.041246	506.247292	93	46
0.984707	478.758610	93	47
1.026673	499.161829	93	48
0.984349	478.584488	93	49
1.023772	497.751512	93	50
1.003733	488.008611	93	51
0.971692	472.430592	93	52
1.022661	497.211366	93	53
1.026380	499.019837	93	54
0.965793	469.562752	93	55
0.997976	485.209887	93	56
0.990610	481.628268	93	57
1.018526	495.201268	93	58
1.003096	487.698869	93	59
1.045334	508.235107	93	60
0.997754	485.101758	93	61
0.995918	484.209394	93	62
1.007112	489.651538	93	63
1.019976	495.905909	93	64
0.961643	467.544844	93	65
1.035311	503.361564	93	66
1.050877	510.929861	93	67
1.010699	491.395620	93	68
0.981284	477.094118	93	69
0.983018	477.937430	93	70
1.020817	496.314970	93	71
1.019316	495.585223	93	72
0.994826	483.678016	93	73
1.000441	486.408373	93	74
0.987727	480.226709	93	75
0.997217	484.840734	93	76
1.008434	490.294461	93	77
1.023568	497.652198	93	78
1.029029	500.307470	93	79
0.953512	463.591659	93	80
0.983338	478.092989	93	81
0.990342	481.498266	93	82
0.949447	461.615409	93	83
0.967648	470.464314	93	84
1.030995	501.263377	93	85
1.000111	486.247727	93	86
1.010598	491.346396	93	87
1.000293	486.336182	93	88
1.011398	491.735505	93	89
1.039577	505.435758	93	90
1.014908	493.442106	93	91
1.017449	494.677429	93	92
1.052557	515.747778	94	0
0.990640	485.408434	94	1
1.015541	497.610095	94	2
1.039500	509.349772	94	3
1.030985	505.177520	94	4
1.003610	491.763919	94	5
1.019395	499.498613	94	6
0.958956	469.883697	94	7
0.989483	484.841856	94	8
0.985565	482.922029	94	9
0.982443	481.391889	94	10
0.972868	476.700550	94	11
0.993494	486.807120	94	12
0.716840	351.248038	94	13
0.989923	485.057470	94	14
0.977998	479.214091	94	15
1.015416	497.548856	94	16
0.982747	481.540861	94	17
0.966125	473.396163	94	18
1.018572	499.094957	94	19
0.987167	483.706747	94	20
0.945473	463.276750	94	21
0.974324	477.414056	94	22
1.003891	491.901637	94	23
1.017302	498.472749	94	24
0.963232	471.978922	94	25
1.037096	508.171701	94	26
1.063441	521.080640	94	27
1.022384	500.962867	94	28
1.009386	494.593898	94	29
1.028047	503.738027	94	30
0.992205	486.175673	94	31
1.014106	496.906916	94	32
1.000292	490.137825	94	33
1.035687	507.481228	94	34
0.963912	472.312067	94	35
1.042355	510.748494	94	36
1.019802	499.697860	94	37
1.046069	512.568699	94	38
0.992909	486.520397	94	39
1.006228	493.046550	94	40
1.016566	498.112067	94	41
1.002832	491.382402	94	42
0.976384	478.423071	94	43
1.033939	506.624741	94	44
1.030443	504.912059	94	45
0.985232	482.758839	94	46
0.952946	466.938573	94	47
0.985082	482.685288	94	48
0.971800	476.177155	94	49
0.994670	487.383395	94	50
1.033579	506.448358	94	51
1.023827	501.669997	94	52
1.014462	497.081276	94	53
0.966733	473.694268	94	54
1.022799	501.166416	94	55
1.030753	505.063916	94	56
1.003027	491.478164	94	57
1.003096	491.511904	94	58
0.998298	489.160864	94	59
1.006055	492.962093	94	60
1.007415	493.628302	94	61
1.015337	497.509884	94	62
0.976132	478.299575	94	63
1.004596	492.246972	94	64
1.030293	504.838397	94	65
0.969106	474.857116	94	66
0.958567	469.692919	94	67
0.992654	486.395659	94	68
0.990485	485.332707	94	69
1.010121	494.954018	94	70
0.975982	478.226046	94	71
1.006557	493.207983	94	72
1.007218	493.531788	94	73
1.010545	495.162032	94	74
1.014502	497.100821	94	75
1.000448	490.214442	94	76
0.998485	489.252794	94	77
0.994493	487.296779	94	78
1.011755	495.754843	94	79
1.038612	508.914442	94	80
0.969851	475.221958	94	81
0.992010	486.079849	94	82
1.007396	493.619036	94	83
0.964580	472.639282	94	84
0.962088	471.418487	94	85
1.027009	503.229138	94	86
1.016804	498.228821	94	87
1.016174	497.920182	94	88
1.009754	494.774452	94	89
1.016759	498.206536	94	90
1.041862	510.507082	94	91
1.020537	500.058124	94	92
1.021383	500.472568	94	93
1.038840	516.238434	95	0
0.992084	493.003631	95	1
1.008061	500.943328	95	2
1.046009	519.801083	95	3
1.029501	511.597256	95	4
1.006016	499.927040	95	5
1.023957	508.842339	95	6
0.962207	478.156600	95	7
1.003297	498.575881	95	8
1.000554	497.212866	95	9
0.985339	489.651957	95	10
0.968830	481.447917	95	11
0.971656	482.852382	95	12
0.794880	395.005557	95	13
1.006524	500.179605	95	14
1.000049	496.961803	95	15
1.015150	504.466078	95	16
0.979669	486.834141	95	17
0.974438	484.234494	95	18
1.020080	506.915946	95	19
0.978791	486.397920	95	20
0.971534	482.791649	95	21
0.985729	489.845731	95	22
1.013375	503.584037	95	23
1.041907	517.762675	95	24
0.973865	483.949830	95	25
1.043189	518.399652	95	26
1.005680	499.759870	95	27
0.958398	476.263617	95	28
0.956497	475.319037	95	29
1.010607	502.208602	95	30
0.979113	486.558057	95	31
1.016092	504.934311	95	32
0.996859	495.376228	95	33
1.013071	503.432568	95	34
0.996091	494.994956	95	35
1.029797	511.744732	95	36
1.041662	517.640668	95	37
1.028451	511.075751	95	38
1.000770	497.319765	95	39
1.032928	513.300652	95	40
1.012226	503.013139	95	41
1.011924	502.862669	95	42
1.033352	513.511394	95	43
1.027132	510.420004	95	44
1.009096	501.457670	95	45
1.027867	510.785409	95	46
1.040123	516.875741	95	47
0.986150	490.054711	95	48
1.023750	508.739572	95	49
0.982188	488.085916	95	50
1.017125	505.447437	95	51
0.995404	494.653335	95	52
0.992815	493.366627	95	53
1.030520	512.103918	95	54
0.980202	487.099009	95	55
0.951356	472.764557	95	56
1.006750	500.291534	95	57
0.973618	483.826915	95	58
0.982550	488.265721	95	59
0.954986	474.568406	95	60
1.013315	503.554057	95	61
0.960438	477.277513	95	62
1.007132	500.481424	95	63
0.988895	491.419025	95	64
0.991802	492.863487	95	65
1.012000	502.900512	95	66
1.046660	520.124625	95	67
1.006166	500.001444	95	68
0.987866	490.907477	95	69
0.960494	477.305415	95	70
1.012324	503.061365	95	71
0.991785	492.855132	95	72
0.976404	485.211412	95	73
0.984420	489.195190	95	74
0.999841	496.858536	95	75
0.987720	490.835172	95	76
0.990699	492.315498	95	77
0.994628	494.267556	95	78
0.978269	486.138431	95	79
1.013615	503.702911	95	80
1.013480	503.636216	95	81
0.997323	495.606851	95	82
1.002731	498.294275	95	83
1.026898	510.303861	95	84
0.986736	490.345867	95	85
0.970905	482.478758	95	86
1.010001	501.907106	95	87
1.021656	507.699206	95	88
1.027983	510.843358	95	89
1.008624	501.222741	95	90
1.014825	504.304415	95	91
1.035643	514.649548	95	92
1.019783	506.768054	95	93
1.018256	506.009237	95	94
1.020568	516.018396	96	0
0.985587	498.331142	96	1
0.993180	502.170287	96	2
1.043860	527.795352	96	3
1.021106	516.290546	96	4
0.997724	504.467971	96	5
1.017673	514.554628	96	6
0.958857	484.816077	96	7
1.015825	513.620347	96	8
1.022903	517.198782	96	9
0.999383	505.307002	96	10
0.965413	488.130740	96	11
0.986883	498.986417	96	12
0.911327	460.783996	96	13
1.014081	512.738339	96	14
1.019094	515.273013	96	15
1.014419	512.909490	96	16
1.011994	511.683254	96	17
1.011104	511.233293	96	18
1.017089	514.259465	96	19
0.989847	500.485118	96	20
1.008450	509.891197	96	21
0.996060	503.626786	96	22
1.013351	512.369350	96	23
1.030681	521.131919	96	24
0.983940	497.498473	96	25
0.985587	498.331051	96	26
0.957411	484.084741	96	27
0.995990	503.591440	96	28
0.955255	482.994943	96	29
1.024495	518.003896	96	30
1.006366	508.837719	96	31
0.956037	483.390030	96	32
0.992576	501.865144	96	33
0.950556	480.619049	96	34
1.029103	520.333712	96	35
0.982388	496.713829	96	36
1.022320	516.904340	96	37
0.996335	503.765555	96	38
1.030462	521.020756	96	39
0.993316	502.239083	96	40
1.002361	506.812377	96	41
1.009609	510.477071	96	42
1.008461	509.896933	96	43
0.979954	495.483395	96	44
1.026648	519.092544	96	45
1.030289	520.933591	96	46
0.979970	495.491462	96	47
0.942291	476.439958	96	48
0.972353	491.639744	96	49
0.957410	484.084248	96	50
0.983395	497.223038	96	51
1.017307	514.369693	96	52
1.022907	517.201072	96	53
0.979920	495.465858	96	54
0.984972	498.020401	96	55
1.053976	532.910052	96	56
1.019338	515.396688	96	57
1.005997	508.650783	96	58
1.006693	509.003131	96	59
1.006912	509.113453	96	60
0.998838	505.031368	96	61
1.034894	523.261732	96	62
0.991758	501.451627	96	63
1.001634	506.445119	96	64
0.999614	505.423594	96	65
1.010617	510.987020	96	66
0.973900	492.422245	96	67
1.050488	531.146523	96	68
1.042003	526.856361	96	69
1.000401	505.821303	96	70
0.963417	487.121547	96	71
1.000704	505.974541	96	72
1.018069	514.754962	96	73
0.994993	503.087182	96	74
0.965391	488.119847	96	75
1.005403	508.350843	96	76
0.975573	493.268040	96	77
1.000143	505.690937	96	78
1.005234	508.265132	96	79
0.963930	487.380903	96	80
0.990245	500.686568	96	81
0.989947	500.536039	96	82
0.997128	504.166765	96	83
1.010889	511.124428	96	84
1.028483	520.020224	96	85
1.003185	507.229296	96	86
0.966390	488.624786	96	87
0.991238	501.188714	96	88
1.019725	515.592107	96	89
1.026512	519.023869	96	90
1.001350	506.301374	96	91
1.007410	509.365377	96	92
1.027133	519.337767	96	93
1.012000	511.686283	96	94
1.012001	511.686513	96	95
1.006604	515.571457	97	0
0.985127	504.571027	97	1
0.983479	503.726824	97	2
1.043335	534.384492	97	3
1.019031	521.936193	97	4
0.990497	507.321573	97	5
1.008116	516.345964	97	6
0.962284	492.871008	97	7
1.012253	518.464768	97	8
1.015323	520.037234	97	9
1.014783	519.760315	97	10
0.968924	496.272091	97	11
1.022011	523.462681	97	12
1.062868	544.389250	97	13
0.940194	481.556847	97	14
1.019528	522.191003	97	15
1.000365	512.375906	97	16
1.037401	531.345246	97	17
1.012564	518.624080	97	18
1.006525	515.530935	97	19
1.010081	517.352300	97	20
1.027869	526.462802	97	21
0.987476	505.774373	97	22
0.990239	507.189221	97	23
1.015472	520.113228	97	24
0.997621	510.970139	97	25
0.936000	479.408932	97	26
0.992083	508.133734	97	27
1.033061	529.122451	97	28
1.009545	517.077892	97	29
1.003150	513.802400	97	30
1.013918	519.317441	97	31
0.980068	501.979839	97	32
1.000293	512.338776	97	33
0.991530	507.850663	97	34
1.017616	521.211377	97	35
0.971770	497.729588	97	36
1.024083	524.523873	97	37
1.007734	516.150210	97	38
1.043019	534.222755	97	39
0.989125	506.618730	97	40
0.997782	511.052997	97	41
1.001880	513.151951	97	42
0.983882	503.933213	97	43
1.015012	519.877635	97	44
1.019815	522.337634	97	45
0.992340	508.265702	97	46
1.013903	519.309529	97	47
1.030833	527.981060	97	48
0.979318	501.595840	97	49
1.014090	519.405604	97	50
0.975354	499.565219	97	51
0.999093	511.724346	97	52
0.995682	509.977252	97	53
0.989307	506.712030	97	54
